matematika,ipa,ips,minat,karakter,gaya_belajar,suka_kerja_tim,suka_tantangan,jurusan
93,36,43,menulis,sabar,kinestetik,tidak,ya,Sastra Indonesia
41,74,80,berbicara,logis,kinestetik,ya,ya,Ilmu Komunikasi
50,43,50,berhitung,komunikatif,visual,tidak,ya,Ilmu Sosial
47,48,52,berhitung,sabar,auditori,tidak,ya,Ilmu Sosial
25,37,76,berhitung,sabar,visual,ya,ya,Ilmu Sosial
46,37,1,menggambar,sabar,visual,tidak,ya,Desain Komunikasi Visual
49,29,62,ngoding,logis,visual,tidak,ya,Ilmu Sosial
31,0,24,berhitung,sabar,auditori,ya,tidak,Ilmu Sosial
60,49,0,menulis,kreatif,visual,ya,ya,Desain Komunikasi Visual
91,97,73,ngoding,kreatif,visual,tidak,ya,Desain Komunikasi Visual
89,50,79,berhitung,komunikatif,kinestetik,ya,ya,Manajemen
45,65,35,menulis,komunikatif,visual,ya,ya,Manajemen
87,3,53,ngoding,sabar,visual,tidak,tidak,Teknik Informatika
99,21,57,berhitung,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
75,60,2,menggambar,kreatif,visual,ya,tidak,Desain Komunikasi Visual
17,13,92,menulis,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
13,58,61,berbicara,sabar,visual,ya,ya,Ilmu Komunikasi
75,64,59,menulis,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
70,44,52,menulis,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
8,30,84,ngoding,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
55,36,1,berhitung,sabar,kinestetik,tidak,ya,Ilmu Sosial
34,4,31,berhitung,komunikatif,auditori,ya,tidak,Manajemen
80,27,65,berhitung,logis,kinestetik,ya,tidak,Teknik Sipil
35,17,81,berhitung,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
42,0,41,ngoding,logis,auditori,tidak,ya,Teknik Informatika
62,71,78,menggambar,logis,kinestetik,ya,tidak,Desain Komunikasi Visual
88,95,47,berhitung,sabar,kinestetik,tidak,tidak,Kedokteran
48,1,86,ngoding,logis,kinestetik,ya,ya,Ilmu Sosial
29,84,64,berhitung,komunikatif,visual,ya,tidak,Kedokteran
26,44,74,ngoding,kreatif,auditori,tidak,tidak,Desain Komunikasi Visual
79,87,52,ngoding,logis,visual,tidak,tidak,Ilmu Sosial
35,42,13,berbicara,sabar,visual,tidak,ya,Ilmu Sosial
4,78,0,menggambar,komunikatif,auditori,tidak,tidak,Desain Komunikasi Visual
45,13,19,berbicara,komunikatif,auditori,ya,ya,Manajemen
10,53,23,menulis,logis,visual,ya,ya,Ilmu Sosial
36,26,16,menggambar,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
33,4,20,berbicara,sabar,kinestetik,ya,tidak,Ilmu Sosial
43,21,53,berbicara,sabar,auditori,tidak,tidak,Ilmu Komunikasi
30,99,21,menggambar,komunikatif,visual,ya,tidak,Desain Komunikasi Visual
70,13,59,menulis,komunikatif,visual,tidak,ya,Ilmu Sosial
38,80,19,ngoding,kreatif,auditori,ya,ya,Desain Komunikasi Visual
16,43,74,berbicara,logis,auditori,tidak,ya,Ilmu Komunikasi
64,8,41,menggambar,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
86,30,65,berhitung,sabar,kinestetik,tidak,tidak,Ilmu Sosial
21,45,81,ngoding,komunikatif,kinestetik,tidak,ya,Ilmu Sosial
1,66,0,berbicara,komunikatif,auditori,ya,ya,Manajemen
52,16,12,berhitung,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
12,67,3,berbicara,sabar,visual,tidak,tidak,Ilmu Sosial
82,93,75,menulis,sabar,visual,ya,tidak,Sastra Indonesia
64,27,76,menggambar,komunikatif,kinestetik,tidak,ya,Desain Komunikasi Visual
12,31,76,menggambar,logis,kinestetik,tidak,ya,Desain Komunikasi Visual
70,73,0,ngoding,komunikatif,visual,tidak,ya,Ilmu Sosial
75,30,26,berhitung,logis,auditori,tidak,ya,Teknik Sipil
80,41,1,menulis,logis,kinestetik,tidak,tidak,Ilmu Sosial
13,71,60,berhitung,sabar,kinestetik,ya,tidak,Kedokteran
23,87,20,berhitung,kreatif,auditori,ya,ya,Kedokteran
17,28,25,berbicara,sabar,kinestetik,tidak,ya,Ilmu Sosial
78,22,76,berhitung,komunikatif,visual,tidak,tidak,Ilmu Sosial
77,84,55,menggambar,sabar,auditori,ya,tidak,Desain Komunikasi Visual
57,24,10,berbicara,komunikatif,auditori,ya,tidak,Manajemen
44,34,85,berhitung,komunikatif,auditori,ya,tidak,Manajemen
3,26,44,ngoding,komunikatif,auditori,ya,tidak,Manajemen
47,57,70,ngoding,sabar,visual,tidak,tidak,Ilmu Sosial
54,69,84,berhitung,logis,kinestetik,ya,tidak,Teknik Sipil
67,65,100,berhitung,sabar,kinestetik,tidak,ya,Ilmu Sosial
61,11,94,menggambar,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
86,12,71,ngoding,sabar,auditori,tidak,tidak,Teknik Informatika
80,6,68,ngoding,komunikatif,visual,tidak,tidak,Teknik Informatika
79,67,78,ngoding,logis,visual,ya,ya,Teknik Informatika
85,95,100,ngoding,komunikatif,kinestetik,ya,ya,Manajemen
54,35,81,menggambar,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
23,98,55,berhitung,kreatif,auditori,tidak,tidak,Kedokteran
39,67,30,menulis,kreatif,auditori,tidak,tidak,Desain Komunikasi Visual
70,79,28,menulis,logis,kinestetik,tidak,ya,Ilmu Sosial
95,83,63,menulis,komunikatif,visual,tidak,tidak,Ilmu Sosial
55,31,73,berhitung,logis,auditori,ya,ya,Teknik Sipil
56,47,91,berbicara,logis,kinestetik,tidak,tidak,Ilmu Komunikasi
25,93,48,menulis,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
53,21,82,berhitung,kreatif,auditori,tidak,tidak,Desain Komunikasi Visual
90,17,7,ngoding,komunikatif,visual,ya,tidak,Teknik Informatika
94,93,60,menulis,sabar,visual,tidak,tidak,Sastra Indonesia
53,40,85,berhitung,komunikatif,auditori,ya,ya,Manajemen
68,15,22,menulis,kreatif,visual,ya,ya,Desain Komunikasi Visual
90,58,55,menggambar,logis,visual,ya,tidak,Desain Komunikasi Visual
39,79,2,ngoding,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
76,89,45,menulis,sabar,kinestetik,ya,tidak,Sastra Indonesia
88,63,36,menggambar,komunikatif,kinestetik,ya,tidak,Desain Komunikasi Visual
83,96,27,berbicara,komunikatif,kinestetik,ya,tidak,Manajemen
49,90,98,berbicara,komunikatif,visual,tidak,ya,Ilmu Komunikasi
11,10,93,menggambar,komunikatif,visual,tidak,ya,Desain Komunikasi Visual
95,97,53,berbicara,sabar,visual,tidak,tidak,Ilmu Sosial
22,88,41,menulis,sabar,kinestetik,ya,tidak,Sastra Indonesia
70,59,93,ngoding,sabar,visual,ya,ya,Ilmu Sosial
61,25,88,ngoding,logis,kinestetik,tidak,ya,Ilmu Sosial
52,41,90,berhitung,sabar,auditori,ya,ya,Ilmu Sosial
33,83,69,menulis,sabar,kinestetik,ya,ya,Sastra Indonesia
40,39,30,menulis,komunikatif,visual,ya,tidak,Manajemen
96,9,63,berhitung,kreatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
58,92,19,menggambar,komunikatif,kinestetik,ya,ya,Desain Komunikasi Visual
96,63,30,ngoding,logis,kinestetik,ya,tidak,Teknik Informatika
43,30,21,menggambar,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
86,99,33,berhitung,logis,auditori,tidak,ya,Kedokteran
29,55,41,menulis,kreatif,auditori,ya,ya,Desain Komunikasi Visual
82,99,45,berbicara,sabar,visual,ya,tidak,Ilmu Sosial
77,80,73,berbicara,komunikatif,auditori,ya,tidak,Manajemen
24,12,9,berhitung,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
69,33,97,menulis,kreatif,visual,ya,tidak,Desain Komunikasi Visual
72,94,9,berhitung,logis,auditori,ya,ya,Kedokteran
23,55,29,berhitung,logis,auditori,ya,tidak,Kedokteran
44,67,73,berhitung,komunikatif,kinestetik,tidak,ya,Ilmu Sosial
76,20,21,berbicara,komunikatif,kinestetik,tidak,tidak,Ilmu Sosial
62,31,54,menggambar,logis,auditori,ya,tidak,Desain Komunikasi Visual
61,45,7,menggambar,sabar,kinestetik,ya,tidak,Desain Komunikasi Visual
92,80,92,menggambar,logis,kinestetik,tidak,tidak,Desain Komunikasi Visual
61,73,61,menggambar,komunikatif,kinestetik,ya,ya,Desain Komunikasi Visual
64,30,14,berhitung,sabar,auditori,ya,tidak,Ilmu Sosial
37,50,3,menggambar,logis,auditori,tidak,tidak,Desain Komunikasi Visual
71,59,82,menulis,sabar,visual,ya,tidak,Sastra Indonesia
48,69,47,berhitung,kreatif,visual,ya,ya,Kedokteran
3,47,79,ngoding,sabar,visual,tidak,tidak,Ilmu Sosial
26,63,79,berbicara,kreatif,visual,tidak,tidak,Ilmu Komunikasi
66,52,94,ngoding,kreatif,visual,ya,ya,Desain Komunikasi Visual
50,45,20,berhitung,komunikatif,auditori,ya,ya,Manajemen
11,39,34,ngoding,logis,auditori,tidak,ya,Ilmu Sosial
57,23,74,menggambar,kreatif,visual,tidak,ya,Desain Komunikasi Visual
45,39,77,ngoding,sabar,visual,tidak,ya,Ilmu Sosial
3,43,11,menggambar,sabar,auditori,tidak,tidak,Desain Komunikasi Visual
5,66,64,berbicara,kreatif,visual,ya,tidak,Desain Komunikasi Visual
81,43,25,berbicara,sabar,kinestetik,tidak,tidak,Ilmu Sosial
30,51,1,ngoding,komunikatif,visual,ya,ya,Manajemen
75,94,0,ngoding,komunikatif,auditori,tidak,ya,Ilmu Sosial
84,48,66,ngoding,sabar,visual,tidak,tidak,Teknik Informatika
26,28,83,berbicara,sabar,kinestetik,ya,tidak,Ilmu Komunikasi
99,95,62,berbicara,komunikatif,auditori,tidak,tidak,Ilmu Sosial
